code,catalog,messier,name,type,ra_deg,dec_deg,mag,const
IC0400,IC,,,Galaxy,75.940167,-15.819083,16.70,Lep
IC0401,IC,,,Galaxy,76.081833,-10.076528,13.94,Eri
IC0402,IC,,,Galaxy,76.561792,-9.107417,14.40,Eri
IC0403,IC,,,Other,78.815375,39.972111,,Aur
IC0404,IC,,,Galaxy,78.331667,9.754917,15.50,Ori
IC0405,IC,,Flaming Star Nebula,Neb,79.122833,34.356167,10.00,Aur
IC0406,IC,,,Other,79.454167,39.886028,,Aur
IC0407,IC,,,Galaxy,79.427542,-15.523444,14.20,Lep
IC0408,IC,,,Galaxy,79.936917,-25.064333,13.85,Lep
IC0409,IC,,,GPair,79.889792,3.318389,,Ori
IC0410,IC,,,Neb,80.675000,33.366667,,Aur
IC0411,IC,,,Galaxy,80.077542,-25.324500,14.13,Lep
IC0412,IC,,,Galaxy,80.486250,3.486389,14.62,Ori
IC0413,IC,,,Galaxy,80.494917,3.482167,14.68,Ori
IC0414,IC,,,Galaxy,80.479000,3.342028,14.40,Ori
IC0415,IC,,,Galaxy,80.340125,-15.542583,15.45,Lep
IC0416,IC,,,Galaxy,80.984917,-17.260417,13.90,Lep
IC0417,IC,,,HII Region,82.025000,34.423944,,Aur
IC0418,IC,,,Planetary Nebula,81.867458,-12.697278,9.44,Lep
IC0419,IC,,,Other,82.716750,30.117917,,Aur
IC0420,IC,,,Neb,83.039583,-4.504750,,Ori
IC0421,IC,,,Galaxy,83.035750,-7.918333,12.60,Ori
IC0422,IC,,,Galaxy,83.077292,-17.223861,,Lep
IC0423,IC,,,Neb,83.341708,-0.614500,,Ori
IC0424,IC,,,Neb,83.405167,-0.413139,,Ori
IC0425,IC,,,Other,84.291333,32.429667,,Aur
IC0426,IC,,,Neb,84.130750,-0.298306,,Ori
IC0427,IC,,,Neb,84.075083,-6.616444,,Ori
IC0428,IC,,,Neb,84.100875,-6.451556,,Ori
IC0429,IC,,,Neb,84.578583,-7.040500,,Ori
IC0430,IC,,,Neb,84.649875,-7.083111,14.40,Ori
IC0431,IC,,,Reflection Nebula,85.058458,-1.462806,,Ori
IC0432,IC,,,Reflection Nebula,85.233250,-1.507000,,Ori
IC0433,IC,,,Galaxy,85.130625,-11.665583,,Lep
IC0434,IC,,Flame Nebula,HII Region,85.253667,-2.453778,11.00,Ori
IC0435,IC,,,Reflection Nebula,85.752375,-2.312611,,Ori
IC0436,IC,,,Other,88.417000,38.624778,,Aur
IC0437,IC,,,Galaxy,87.905833,-12.564972,15.25,Lep
IC0438,IC,,,Galaxy,88.250333,-17.876083,12.07,Lep
IC0439,IC,,,Other,89.164625,32.022694,,Aur
IC0440,IC,,,Galaxy,94.805458,80.068472,14.20,Cam
IC0441,IC,,,Galaxy,90.677625,-12.499139,14.40,Lep
IC0442,IC,,,Galaxy,99.049542,82.968250,14.04,Cam
IC0443,IC,,Gem A,Supernova Remnant,94.155875,22.531667,12.00,Gem
IC0444,IC,,,Reflection Nebula,94.641667,23.313333,7.03,Gem
IC0445,IC,,,Galaxy,99.338542,67.859861,14.28,Cam
IC0446,IC,,,Cluster+Nebula,97.775750,10.459278,,Mon
IC0447,IC,,,HII Region,97.751333,9.897444,7.70,Mon
IC0448,IC,,,HII Region,98.188917,7.388639,,Mon
IC0449,IC,,,Galaxy,101.421292,71.343833,13.65,Cam
IC0450,IC,,,Galaxy,103.051042,74.427083,14.12,Cam
IC0451,IC,,,Galaxy,103.216708,74.480722,14.83,Cam
IC0452,IC,,,Duplicate,102.162958,-16.901611,,CMa
IC0453,IC,,,Star,102.297708,-16.906750,,CMa
IC0454,IC,,,Galaxy,102.776250,12.922028,14.50,Gem
IC0455,IC,,,Galaxy,113.740333,85.537194,14.27,Cep
IC0456,IC,,,Galaxy,105.073083,-30.163778,13.04,CMa
IC0457,IC,,,Duplicate,107.368333,50.152528,,Lyn
IC0458,IC,,,Galaxy,107.642292,50.118917,14.38,Lyn
IC0459,IC,,,Galaxy,107.661208,50.177333,15.76,Lyn
IC0460,IC,,,Galaxy,107.684458,50.202444,15.34,Lyn
IC0461,IC,,,Galaxy,107.687667,50.081417,15.67,Lyn
IC0462,IC,,,Star,107.732542,50.180833,,Lyn
IC0463,IC,,,Galaxy,107.753708,50.117694,,Lyn
IC0464,IC,,,Galaxy,107.769792,50.136889,14.74,Lyn
IC0465,IC,,,Duplicate,107.890208,50.248250,,Lyn
IC0466,IC,,,HII Region,107.161667,-4.318000,12.06,Mon
IC0467,IC,,,Galaxy,112.576625,79.872528,12.57,Cam
IC0468,IC,,,Other,109.329167,-13.218694,,CMa
IC0469,IC,,,Galaxy,118.996167,85.158917,13.48,Cep
IC0470,IC,,,Double Star,110.881250,46.078667,12.93,Lyn
IC0471,IC,,,Galaxy,115.901875,49.667556,14.22,Lyn
IC0472,IC,,,Galaxy,115.959750,49.614194,14.33,Lyn
IC0473,IC,,,Other,115.602583,9.255278,,CMi
IC0474,IC,,,Galaxy,116.530458,26.505111,14.91,Gem
IC0475,IC,,,Galaxy,116.788458,30.488806,14.79,Gem
IC0476,IC,,,Galaxy,116.818042,26.950972,15.45,Gem
IC0477,IC,,,Galaxy,118.028875,23.483028,15.39,Gem
IC0478,IC,,,Galaxy,118.423208,26.492694,15.29,Gem
IC0479,IC,,,Galaxy,118.592583,27.008833,15.02,Gem
IC0480,IC,,,Galaxy,118.846625,26.743333,15.04,Gem
IC0481,IC,,,Galaxy,119.761917,24.160639,15.05,Gem
IC0482,IC,,,Galaxy,119.947000,25.356972,14.98,Gem
IC0483,IC,,,Double Star,119.968250,25.925333,,Gem
IC0484,IC,,,Galaxy,120.004417,26.665861,15.34,Gem
IC0485,IC,,,Galaxy,120.082375,26.701444,15.33,Gem
IC0486,IC,,,Galaxy,120.087417,26.613528,13.20,Gem
IC0487,IC,,,Duplicate,119.779750,-0.637917,,Mon
IC0488,IC,,,Other,120.206292,25.901861,,Cnc
IC0489,IC,,,Star,120.407250,25.996389,,Cnc
IC0490,IC,,,Galaxy,120.833833,25.811417,15.66,Cnc
IC0491,IC,,,Galaxy,120.979167,26.520611,15.30,Cnc
IC0492,IC,,,Galaxy,121.411083,26.168194,17.19,Cnc
IC0493,IC,,,Galaxy,121.864958,25.134028,14.76,Cnc
IC0494,IC,,,Galaxy,121.600500,1.036056,14.26,CMi
IC0495,IC,,,Galaxy,122.080917,9.013889,15.49,Cnc
IC0496,IC,,,Galaxy,122.434000,25.881611,15.36,Cnc
IC0497,IC,,,Galaxy,122.525292,24.922083,14.26,Cnc
IC0498,IC,,,Galaxy,122.376125,5.280694,14.57,CMi
IC0499,IC,,,Galaxy,131.322083,85.740028,13.83,Cam
IC0500,IC,,,Galaxy,123.165000,-16.050806,,Pup
IC0501,IC,,,Galaxy,124.698292,24.537417,15.51,Cnc
IC0502,IC,,,Galaxy,125.515042,8.752611,15.43,Cnc
IC0503,IC,,,Galaxy,125.544500,3.268056,14.10,Hya
IC0504,IC,,,Galaxy,125.671667,4.262417,14.25,Hya
IC0505,IC,,,Galaxy,125.840292,4.372472,14.57,Hya
IC0506,IC,,,Galaxy,125.878042,4.299500,14.69,Hya
IC0507,IC,,,Duplicate,126.258333,-0.591389,,Hya
IC0508,IC,,,Galaxy,127.092958,25.124722,14.71,Cnc
IC0509,IC,,,Galaxy,128.014583,24.010917,13.22,Cnc
IC0510,IC,,,GPair,128.044167,-2.162222,,Hya
IC0510 NED01,IC,,,Galaxy,128.042458,-2.162111,,Hya
IC0510 NED02,IC,,,Galaxy,128.045542,-2.162389,15.09,Hya
IC0511,IC,,,Galaxy,130.210208,73.486667,14.43,Cam
IC0512,IC,,,Galaxy,135.957625,85.501694,13.11,Cam
IC0513,IC,,,Galaxy,128.271083,-12.355556,14.59,Hya
IC0514,IC,,,Galaxy,128.842833,-2.047056,15.29,Hya
IC0515,IC,,,Galaxy,128.880375,-1.901111,15.63,Hya
IC0516,IC,,,Galaxy,128.961542,-1.871222,15.88,Hya
IC0517,IC,,,Galaxy,129.092083,-2.055556,15.44,Hya
IC0518,IC,,,Other,129.028958,0.692583,,Hya
IC0519,IC,,,Galaxy,130.143375,2.611333,15.39,Hya
IC0520,IC,,,Galaxy,133.426083,73.490944,11.83,Cam
IC0521,IC,,,Galaxy,131.683167,2.537417,14.75,Hya
IC0522,IC,,,Galaxy,133.645458,57.166722,13.87,UMa
IC0523,IC,,,Galaxy,133.297167,9.148167,14.99,Cnc
IC0524,IC,,,Galaxy,134.553458,-19.191917,15.07,Hya
IC0525,IC,,,Galaxy,135.343625,-1.853972,15.02,Hya
IC0526,IC,,,Galaxy,135.669917,10.841639,14.93,Cnc
IC0527,IC,,,Galaxy,137.424083,37.601583,14.72,Lyn
IC0528,IC,,,Galaxy,137.343958,15.796167,15.01,Cnc
IC0529,IC,,,Galaxy,139.636667,73.759333,12.30,Cam
IC0530,IC,,,Galaxy,138.820708,11.885694,14.16,Cnc
IC0531,IC,,,Galaxy,139.461708,-0.278472,14.79,Hya
IC0532,IC,,,Other,139.765667,-16.754944,,Hya
IC0533,IC,,,Galaxy,140.097500,-3.992028,15.72,Hya
IC0534,IC,,,Galaxy,140.314375,3.151139,15.12,Hya
IC0535,IC,,,Galaxy,140.567583,-1.040333,15.84,Hya
IC0536,IC,,,Galaxy,141.167083,25.110194,15.09,Leo
IC0537,IC,,,Galaxy,141.344208,-12.391778,14.15,Hya
IC0538,IC,,,Duplicate,141.827125,23.020111,,Leo
IC0539,IC,,,Galaxy,142.284333,-2.549139,14.31,Hya
IC0540,IC,,,Galaxy,142.543042,7.902750,14.69,Leo
IC0541,IC,,,Other,142.628292,-4.253667,,Hya
IC0542,IC,,,Galaxy,142.775917,-13.181361,15.02,Hya
IC0543,IC,,,Other,142.787917,-14.772500,,Hya
IC0544,IC,,,Galaxy,143.972417,24.894861,15.44,Leo
IC0545,IC,,,Galaxy,144.022333,24.948944,14.79,Leo
IC0546,IC,,,Galaxy,143.709333,-16.384417,14.83,Hya
IC0547,IC,,,Duplicate,144.024125,-12.436722,,Hya
IC0548,IC,,,Galaxy,144.580417,9.445972,15.28,Leo
IC0549,IC,,,Galaxy,145.180125,3.959750,15.00,Hya
IC0550,IC,,,Galaxy,145.119083,-6.946056,14.74,Hya
IC0551,IC,,,Galaxy,145.250458,6.936083,14.56,Leo
IC0552,IC,,,Galaxy,145.319042,10.647000,14.42,Leo
IC0553,IC,,,Galaxy,145.188042,-5.435361,14.45,Hya
IC0554,IC,,,Galaxy,145.487042,12.296278,14.36,Leo
IC0555,IC,,,Duplicate,145.487042,12.296278,,Leo
IC0556,IC,,,Duplicate,145.918250,11.060861,,Leo
IC0557,IC,,,Galaxy,146.010000,10.988111,14.66,Leo
IC0558,IC,,,Galaxy,146.251458,29.452306,13.90,Leo
IC0559,IC,,,Galaxy,146.182875,9.615000,14.82,Leo
IC0560,IC,,,Galaxy,146.472667,-0.268306,14.38,Sex
IC0561,IC,,,Galaxy,146.495042,3.145194,15.13,Sex
IC0562,IC,,,Galaxy,146.516250,-3.971167,15.00,Sex
IC0563,IC,,,Galaxy,146.584792,3.045583,14.81,Sex
IC0564,IC,,,Galaxy,146.587833,3.071361,14.16,Sex
IC0565,IC,,,GPair,146.961500,15.852556,,Leo
IC0565 NED01,IC,,,Galaxy,146.956958,15.852028,16.74,Leo
IC0565 NED02,IC,,,Galaxy,146.960542,15.851889,15.03,Leo
IC0566,IC,,,Galaxy,147.484958,-0.231361,15.32,Sex
IC0567,IC,,,Star,147.640750,12.784722,,Leo
IC0568,IC,,,Galaxy,147.784708,15.730444,14.68,Leo
IC0569,IC,,,Galaxy,147.867292,10.920056,15.33,Leo
IC0570,IC,,,Galaxy,147.962417,15.755750,16.00,Leo
IC0571,IC,,,Galaxy,148.131542,15.775444,15.29,Leo
IC0572,IC,,,Galaxy,148.136708,15.826861,14.83,Leo
IC0573,IC,,,Duplicate,148.400708,-12.482111,,Hya
IC0574,IC,,,Galaxy,148.612625,-6.953389,14.79,Sex
IC0575,IC,,,Galaxy,148.637208,-6.857556,14.31,Sex
IC0576,IC,,,Galaxy,148.779333,11.039556,15.46,Leo
IC0577,IC,,,Galaxy,149.016542,10.498861,14.58,Leo
IC0578,IC,,,Galaxy,149.067292,10.486083,14.71,Leo
IC0579,IC,,,Galaxy,149.164250,-13.774889,15.15,Hya
IC0580,IC,,,Duplicate,149.486250,10.432444,,Leo
IC0581,IC,,,Galaxy,149.548250,15.946972,14.95,Leo
IC0582,IC,,,Galaxy,149.750958,17.817139,14.57,Leo
IC0583,IC,,,Galaxy,149.771167,17.821444,15.16,Leo
IC0584,IC,,,Galaxy,149.771375,10.361139,14.99,Leo
IC0585,IC,,,Galaxy,149.933833,12.988583,14.82,Leo
IC0586,IC,,,Galaxy,149.959583,-6.922833,15.16,Sex
IC0587,IC,,,Galaxy,150.771542,-2.400028,14.31,Sex
IC0588,IC,,,Galaxy,150.529333,3.057694,14.25,Sex
IC0589,IC,,,Galaxy,151.099583,-5.678917,15.34,Sex
IC0590,IC,,,GPair,151.459292,0.632944,,Sex
IC0590 NED01,IC,,,Galaxy,151.457625,0.633361,14.49,Sex
IC0590 NED02,IC,,,Galaxy,151.461125,0.631806,14.84,Sex
IC0591,IC,,,Galaxy,151.865375,12.274500,14.13,Leo
IC0592,IC,,,Galaxy,151.994792,-2.497250,14.22,Sex
IC0593,IC,,,Galaxy,152.075042,-2.526806,14.43,Sex
IC0594,IC,,,Galaxy,152.133333,-0.666861,14.80,Sex
IC0595,IC,,,Galaxy,152.408833,11.000250,15.21,Leo
IC0596,IC,,,Galaxy,152.630625,10.042389,15.09,Leo
IC0597,IC,,,Galaxy,152.549833,-6.899250,15.66,Sex
IC0598,IC,,,Galaxy,153.202375,43.145528,13.72,UMa
IC0599,IC,,,Galaxy,153.302125,-5.629000,15.10,Sex
IC0600,IC,,,Galaxy,154.295458,-3.497778,13.70,Sex
IC0601,IC,,,Galaxy,154.563708,7.038833,15.38,Leo
IC0602,IC,,,Galaxy,154.582208,7.049306,13.58,Leo
IC0603,IC,,,Galaxy,154.854375,-5.656167,14.89,Sex
IC0604,IC,,,Duplicate,155.936083,57.026861,,UMa
IC0605,IC,,,Galaxy,155.600542,1.198250,14.63,Sex
IC0606,IC,,,Duplicate,155.885917,10.959722,,Leo
IC0607,IC,,,Galaxy,156.035750,16.741889,14.73,Leo
IC0608,IC,,,Galaxy,156.088042,-6.039306,14.77,Sex
IC0609,IC,,,Galaxy,156.397625,-2.215222,14.33,Sex
IC0610,IC,,,Galaxy,156.618208,20.228194,14.59,Leo
IC0611,IC,,,Duplicate,156.618208,20.228194,,Leo
IC0612,IC,,,Galaxy,156.774417,11.054889,15.36,Leo
IC0613,IC,,,Galaxy,156.782458,11.010722,15.02,Leo
IC0614,IC,,,Galaxy,156.716042,-3.464750,14.80,Sex
IC0615,IC,,,Galaxy,156.841583,11.079972,15.34,Leo
IC0616,IC,,,Galaxy,158.198167,15.860833,14.56,Leo
IC0617,IC,,,Duplicate,158.182542,-12.637306,,Hya
IC0618,IC,,,Duplicate,158.189167,-12.717417,,Hya
IC0619,IC,,,Galaxy,158.458250,12.878361,14.77,Leo
IC0620,IC,,,Galaxy,158.389292,11.871389,15.28,Leo
IC0621,IC,,,Galaxy,158.337667,2.616139,15.16,Sex
IC0622,IC,,,Duplicate,158.678333,11.197333,,Leo
IC0623,IC,,,Galaxy,158.837542,3.558389,14.95,Sex
IC0624,IC,,,Galaxy,159.063250,-8.333944,14.27,Sex
IC0625,IC,,,Galaxy,160.658542,-23.935611,13.79,Hya
IC0626,IC,,,Galaxy,159.237917,-7.023861,15.19,Sex
IC0627,IC,,,Galaxy,159.332875,-3.357806,14.61,Sex
IC0628,IC,,,Galaxy,159.400792,5.603694,14.77,Sex
IC0629,IC,,,Duplicate,159.260500,-27.565056,,Hya
IC0630,IC,,,Galaxy,159.640042,-7.170528,12.98,Sex
IC0631,IC,,,Galaxy,159.745417,-7.052389,16.19,Sex
IC0632,IC,,,Galaxy,159.799125,-0.409472,14.18,Sex
IC0633,IC,,,Galaxy,159.851583,-0.389306,14.62,Sex
IC0634,IC,,,Galaxy,160.228708,5.991833,15.05,Sex
IC0635,IC,,,Galaxy,160.438750,15.643333,15.09,Leo
IC0636,IC,,,Galaxy,160.460792,4.330778,14.88,Sex
IC0637,IC,,,Galaxy,160.591333,15.359611,15.32,Leo
IC0638,IC,,,Galaxy,160.949917,15.895139,15.51,Leo
IC0639,IC,,,Galaxy,161.466750,16.930444,14.85,Leo
IC0640,IC,,,Other,161.710208,34.767639,,LMi
IC0641,IC,,,Other,161.955875,34.672833,,LMi
IC0642,IC,,,Galaxy,162.033875,18.188694,13.89,Leo
IC0643,IC,,,Galaxy,162.363250,12.201000,15.07,Leo
IC0644,IC,,,Duplicate,162.880958,55.390972,,UMa
IC0645,IC,,,Galaxy,162.538958,-6.042889,15.43,Sex
IC0646,IC,,,Galaxy,162.896583,55.465833,15.39,UMa
IC0647,IC,,,Galaxy,162.643708,-12.854806,15.79,Hya
IC0648,IC,,,Galaxy,162.751333,12.287389,14.88,Leo
IC0649,IC,,,GPair,162.717500,1.163889,,Sex
IC0649 NED01,IC,,,Galaxy,162.717042,1.165333,15.70,Sex
IC0649 NED02,IC,,,Galaxy,162.717500,1.161667,14.90,Sex
IC0650,IC,,,Galaxy,162.668958,-13.442056,14.90,Hya
IC0651,IC,,,Galaxy,162.743375,-2.150361,13.09,Sex
IC0652,IC,,,Duplicate,162.740125,-12.448528,,Hya
IC0653,IC,,,Galaxy,163.028250,-0.560778,14.12,Leo
IC0654,IC,,,Galaxy,163.459958,-11.725583,15.14,Crt
IC0655,IC,,,Galaxy,163.592667,-0.364972,15.31,Leo
IC0656,IC,,,Other,163.783917,17.612889,,Leo
IC0657,IC,,,Galaxy,164.473208,-4.904944,15.29,Leo
IC0658,IC,,,Galaxy,164.567750,8.241667,14.63,Leo
IC0659,IC,,,Galaxy,164.516083,-6.260528,15.43,Leo
IC0660,IC,,,Galaxy,164.611083,1.382917,15.51,Leo
IC0661,IC,,,Galaxy,164.714583,1.650639,15.35,Leo
IC0662,IC,,,Galaxy,164.835625,1.598833,15.57,Leo
IC0663,IC,,,Galaxy,165.155292,10.437194,15.42,Leo
IC0664,IC,,,Galaxy,165.188958,10.553056,14.68,Leo
IC0665,IC,,,Galaxy,165.124708,-13.866806,15.18,Crt
IC0666,IC,,,Galaxy,165.311708,10.481111,15.23,Leo
IC0667,IC,,,Galaxy,166.652292,15.088722,15.63,Leo
IC0668,IC,,,Galaxy,166.664833,15.040917,15.37,Leo
IC0669,IC,,,Galaxy,166.819042,6.302472,14.28,Leo
IC0670,IC,,,Galaxy,166.870042,6.714250,14.55,Leo
IC0671,IC,,,Galaxy,166.881667,0.783111,14.62,Leo
IC0672,IC,,,Galaxy,167.013458,-12.484167,,Crt
IC0673,IC,,,Galaxy,167.355458,-0.097722,14.65,Leo
IC0674,IC,,,Galaxy,167.776500,43.633000,14.36,UMa
IC0675,IC,,,Double Star,167.739000,3.594222,,Leo
IC0676,IC,,,Galaxy,168.165917,9.055833,13.41,Leo
IC0677,IC,,,Galaxy,168.485417,12.301083,13.67,Leo
IC0678,IC,,,Galaxy,168.526583,6.577194,15.38,Leo
IC0679,IC,,,Galaxy,169.152542,-13.972083,15.39,Crt
IC0680,IC,,,Galaxy,169.477917,-1.946444,14.59,Leo
IC0681,IC,,,Galaxy,169.633042,-12.140222,14.79,Crt
IC0682,IC,,,Duplicate,170.561417,20.208528,,Leo
IC0683,IC,,,Galaxy,170.382417,2.751806,15.50,Leo
IC0684,IC,,,Duplicate,170.386958,2.810444,,Leo
IC0685,IC,,,Galaxy,170.527167,17.753417,16.33,Leo
IC0686,IC,,,Galaxy,170.771958,5.644667,15.55,Leo
IC0687,IC,,,Galaxy,171.072208,47.847528,14.87,UMa
IC0688,IC,,,Galaxy,170.917667,-9.795556,15.01,Crt
IC0689,IC,,,Duplicate,170.910125,-13.831111,,Crt
IC0690,IC,,,Galaxy,171.085875,-8.341972,15.26,Crt
IC0691,IC,,,Galaxy,171.684667,59.155417,13.74,UMa
IC0692,IC,,,Galaxy,171.472792,9.987500,14.22,Leo
IC0693,IC,,,Galaxy,171.702583,-5.004000,14.65,Leo
IC0694,IC,,,Galaxy,172.113750,58.578472,18.20,UMa
IC0695,IC,,,Galaxy,171.992875,-11.715333,15.29,Crt
IC0696,IC,,,Galaxy,172.166333,9.098694,14.50,Leo
IC0697,IC,,,Galaxy,172.143542,-1.629583,15.43,Leo
IC0698,IC,,,Galaxy,172.266000,9.112056,14.43,Leo
IC0699,IC,,,Galaxy,172.277042,8.988583,14.53,Leo
IC0700,IC,,,GGroup,172.314500,20.584917,,Leo
IC0700 NED01,IC,,,Galaxy,172.309000,20.581111,16.31,Leo
IC0700 NED02,IC,,,Galaxy,172.313750,20.583167,14.09,Leo
IC0700 NED03,IC,,,Galaxy,172.318167,20.586583,17.23,Leo
IC0700 NED04,IC,,,Galaxy,172.319583,20.587861,18.73,Leo
IC0701,IC,,,Galaxy,172.752833,20.468944,14.63,Leo
IC0702,IC,,,Galaxy,172.727958,-4.922000,15.57,Leo
IC0703,IC,,,Duplicate,172.519375,-11.546333,,Crt
IC0704,IC,,,Duplicate,172.548167,-11.543500,,Crt
IC0705,IC,,,Galaxy,173.234792,50.241861,15.05,UMa
IC0706,IC,,,Galaxy,173.302583,-13.338056,14.98,Crt
IC0707,IC,,,Galaxy,173.436000,21.380056,13.84,Leo
IC0708,IC,,,Galaxy,173.496750,49.062056,14.13,UMa
IC0709,IC,,,Galaxy,173.560583,49.043167,14.96,UMa
IC0710,IC,,,Galaxy,173.614208,25.876472,15.65,Leo
IC0711,IC,,,Galaxy,173.694000,48.956111,15.17,UMa
IC0712,IC,,,Galaxy,173.705458,49.077694,14.39,UMa
IC0713,IC,,,Star,173.684250,16.846889,,Leo
IC0714,IC,,,Duplicate,174.125792,-9.846694,,Crt
IC0715,IC,,,GPair,174.227625,-8.377389,,Crt
IC0715NW,IC,,,Galaxy,174.225875,-8.375806,15.03,Crt
IC0715SE,IC,,,Galaxy,174.228917,-8.378722,,Crt
IC0716,IC,,,Galaxy,174.763875,-0.206000,14.81,Vir
IC0717,IC,,,Duplicate,174.712708,-10.583750,,Crt
IC0718,IC,,,Galaxy,174.969875,8.874528,14.56,Vir
IC0719,IC,,,Galaxy,175.077125,9.009889,13.76,Vir
IC0720,IC,,,GPair,175.592917,8.767778,,Vir
IC0720 NED01,IC,,,Galaxy,175.592917,8.765472,14.95,Vir
IC0720 NED02,IC,,,Galaxy,175.593083,8.769861,14.82,Vir
IC0721,IC,,,Galaxy,175.620333,-8.340333,15.22,Crt
IC0722,IC,,,Galaxy,175.682333,8.974222,14.82,Vir
IC0723,IC,,,Galaxy,175.740000,-8.332500,14.62,Crt
IC0724,IC,,,Galaxy,175.894458,8.942472,13.65,Vir
IC0725,IC,,,Galaxy,175.872250,-1.667972,14.94,Vir
IC0726,IC,,,Galaxy,175.938750,33.391944,15.91,UMa
IC0727,IC,,,Galaxy,176.119167,10.783806,14.89,Leo
IC0728,IC,,,Galaxy,176.210292,-1.601333,14.46,Vir
IC0729,IC,,,Galaxy,176.326333,33.335806,15.27,UMa
IC0730,IC,,,Duplicate,176.396875,3.231833,,Vir
IC0731,IC,,,Galaxy,176.325333,49.570417,15.78,UMa
IC0732,IC,,,GPair,176.498333,20.442778,,Leo
IC0732N,IC,,,Galaxy,176.497625,20.447028,15.42,Leo
IC0732S,IC,,,Galaxy,176.499458,20.438917,15.39,Leo
IC0733,IC,,,Galaxy,176.494000,-8.155833,16.10,Crt
IC0734,IC,,,GPair,176.515833,-8.267778,,Crt
IC0734 NED01,IC,,,Galaxy,176.515625,-8.271028,15.75,Crt
IC0734 NED02,IC,,,Galaxy,176.516167,-8.264972,15.65,Crt
IC0735,IC,,,Galaxy,177.053333,13.209389,14.93,Leo
IC0736,IC,,,Galaxy,177.083833,12.716583,15.57,Leo
IC0737,IC,,,Galaxy,177.114667,12.727389,14.81,Leo
IC0738,IC,,,Galaxy,177.228625,-4.681944,14.88,Vir
IC0739,IC,,,Galaxy,177.880375,23.862861,14.93,Leo
IC0740,IC,,,Duplicate,177.662250,55.353861,,UMa
IC0741,IC,,,Galaxy,177.632375,-4.835889,14.98,Vir
IC0742,IC,,,Galaxy,177.759375,20.799722,13.93,Leo
IC0743,IC,,,Galaxy,178.342750,-13.264861,15.18,Crt
IC0744,IC,,,Galaxy,178.519792,23.192222,15.91,Leo
IC0745,IC,,,Galaxy,178.551125,0.136639,13.52,Vir
IC0746,IC,,,Galaxy,178.896375,25.889444,14.51,Leo
IC0747,IC,,,Galaxy,179.270417,-8.292333,15.35,Vir
IC0748,IC,,,Galaxy,179.361292,7.460944,15.09,Vir
IC0749,IC,,,Galaxy,179.641875,42.734028,12.28,UMa
IC0750,IC,,,Galaxy,179.717500,42.722472,11.82,UMa
IC0751,IC,,,Galaxy,179.719167,42.570333,14.39,UMa
IC0752,IC,,,Galaxy,179.812500,42.566833,15.34,UMa
IC0753,IC,,,Galaxy,179.803667,-0.523833,14.45,Vir
IC0754,IC,,,Galaxy,179.848125,-1.654528,14.27,Vir
IC0755,IC,,,Duplicate,180.293417,14.104306,,Com
IC0756,IC,,,Galaxy,180.740875,4.845861,17.54,Vir
IC0757,IC,,,Duplicate,181.003250,52.588278,,UMa
IC0758,IC,,,Galaxy,181.049500,62.505361,14.25,UMa
IC0759,IC,,,Other,181.288875,20.260000,,Com
IC0760,IC,,,Galaxy,181.472958,-29.292083,13.51,Hya
IC0761,IC,,,Galaxy,181.473750,-12.673333,15.44,Crv
IC0762,IC,,,Galaxy,182.049833,25.757139,14.80,Com
IC0763,IC,,,Galaxy,182.063792,25.811500,15.43,Com
IC0764,IC,,,Galaxy,182.559125,-29.736806,12.41,Hya
IC0765,IC,,,Other,182.629042,16.135194,,Com
IC0766,IC,,,Galaxy,182.723333,-12.655250,14.88,Crv
IC0767,IC,,,Galaxy,182.761375,12.104000,14.43,Vir
IC0768,IC,,,Galaxy,182.948417,12.143722,14.46,Vir
IC0769,IC,,,Galaxy,183.134708,12.123806,13.39,Vir
IC0770,IC,,,Galaxy,183.259708,-4.553361,16.01,Vir
IC0771,IC,,,Galaxy,183.805167,13.184528,14.69,Vir
IC0772,IC,,,Galaxy,183.816208,23.958167,15.38,Com
IC0773,IC,,,Galaxy,184.533708,6.139556,14.49,Vir
IC0774,IC,,,Galaxy,184.713583,-6.766556,15.73,Vir
IC0775,IC,,,Galaxy,184.723625,12.912667,13.26,Vir
IC0776,IC,,,Galaxy,184.762083,8.856111,14.35,Vir
IC0777,IC,,,Galaxy,184.849000,28.309944,14.49,Com
IC0778,IC,,,Duplicate,183.591875,56.011444,,UMa
IC0779,IC,,,Galaxy,184.911375,29.883194,14.96,Com
IC0780,IC,,,Galaxy,184.993250,25.771694,14.36,Com
IC0781,IC,,,Galaxy,185.013750,14.961528,14.17,Com
IC0782,IC,,,Galaxy,185.404042,5.765750,14.31,Vir
IC0783,IC,,,Galaxy,185.411625,15.745111,14.09,Com
IC0784,IC,,,Galaxy,185.625208,-4.652694,14.12,Vir
IC0785,IC,,,Galaxy,185.758667,-13.223639,14.65,Crv
IC0786,IC,,,Galaxy,185.795625,-13.204667,14.04,Crv
IC0787,IC,,,Galaxy,186.354667,16.124194,14.89,Com
IC0788,IC,,,Duplicate,186.529792,16.181000,,Com
IC0789,IC,,,Galaxy,186.585500,7.460167,14.78,Vir
IC0790,IC,,,Duplicate,186.647917,9.035472,,Vir
IC0791,IC,,,Galaxy,186.747833,22.639583,14.39,Com
IC0792,IC,,,Galaxy,186.786542,16.325389,14.76,Com
IC0793,IC,,,Duplicate,187.066375,9.436194,,Vir
